id,name,armor_type,gender,hunter_type,hunter_rank,village_rank,rarity,defense,max_defense,fire_res,water_res,thunder_res,ice_res,dragon_res,num_slots,skill_1,skill_1_points,skill_2,skill_2_points,skill_3,skill_3_points,skill_4,skill_4_points,skill_5,skill_5_points,price,a_recipe_item_1,a_recipe_item_1_qty,a_recipe_item_2,a_recipe_item_2_qty,a_recipe_item_3,a_recipe_item_3_qty,a_recipe_item_4,a_recipe_item_4_qty,b_recipe_item_1,b_recipe_item_1_qty,b_recipe_item_2,b_recipe_item_2_qty
311,Khezu Coat X,WAIST,Male/Female,Gunner,7,10,9,40,60,-1,5,6,2,0,2,Paralysis,3,Rec Speed,4,Faint,-2,,,,,13800,KhezuHide-Cream,3,Carbalite Ore,6,King Scarab,8,Thunderbug Jelly,3,,,,
312,Hermitaur Tasset X,WAIST,Male/Female,Blademaster,7,10,9,82,110,-3,3,-4,0,1,2,Guard Up,3,Defense,2,All Resist,-2,BombStrUp,2,,,13800,HvyHermitaurShl,4,Hermitaur Carpce,6,Hermitaur Claw+,2,Monster Bone+,15,,,,
313,Hermitaur Coat X,WAIST,Male/Female,Gunner,7,10,9,40,60,-1,5,-2,1,2,2,Guard Up,3,Defense,2,All Resist,-2,Crag S Add,2,,,13800,HvyHermitaurShl,4,Hermitaur Carpce,6,Hermitaur Claw+,2,Monster Bone+,15,,,,
314,Hypno Tasset X,WAIST,Male/Female,Blademaster,7,10,9,82,110,-2,2,0,1,1,3,Sleep,4,Constitutn,1,Paralysis,-2,,,,,13800,OrangeHypnoPelt+,3,RainbowTailFeath,6,Eltalite Ore,2,Monster Essence,4,,,,
315,Hypno Coat X,WAIST,Male/Female,Gunner,7,10,9,40,60,0,4,2,3,2,2,Sleep,1,Constitutn,6,Paralysis,-2,,,,,13800,OrangeHypnoPelt+,3,RainbowTailFeath,6,Eltalite Ore,2,Monster Essence,4,,,,
316,Basarios Tasset X,WAIST,Male/Female,Blademaster,8,10,9,84,110,0,2,2,1,-2,2,Defense,3,Protection,1,Attack,-2,Gunnery,3,,,13800,HvyBasariosShell,4,Basarios Carpace,5,Genprey Hide+,6,Eltalite Ore,4,,,,
317,Basarios Coat X,WAIST,Male/Female,Gunner,8,10,9,42,60,2,4,4,2,0,2,Defense,3,Protection,1,Attack,-2,Gunnery,3,,,13800,HvyBasariosShell,4,Basarios Carpace,5,Genprey Hide+,6,Eltalite Ore,4,,,,
318,Plesioth Tasset X,WAIST,Male/Female,Blademaster,7,10,9,84,110,-4,4,-4,2,0,2,Stamina,1,Tranquilzr,2,Constitutn,-1,Perceive,5,,,14250,ThckPlesiothScl,3,SpecPlesiothFin+,1,Plesioth Scale+,3,Union Ore,2,,,,
319,Plesioth Coat X,WAIST,Male/Female,Gunner,7,10,9,42,60,-2,6,-2,3,1,2,Stamina,1,Tranquilzr,2,Constitutn,-1,Perceive,5,,,14250,ThckPlesiothScl,3,SpecPlesiothFin+,1,Plesioth Scale+,3,Union Ore,2,,,,
320,Monoblos Coil X,WAIST,Male/Female,Blademaster,7,8,9,88,110,2,-1,-2,-1,-1,2,Potential,4,PsychicVis,2,Protection,-2,Expert,1,,,14750,Mellanje Ore,3,Top-GrdRedHorn,1,MonoblosThoracic,4,Hvy Monster Bone,4,,,,
321,Monoblos Coat X,WAIST,Male/Female,Gunner,7,8,9,44,60,4,2,0,0,0,2,Potential,4,PsychicVis,2,Protection,-2,Expert,1,,,14750,Mellanje Ore,3,Top-GrdRedHorn,1,MonoblosThoracic,4,Hvy Monster Bone,4,,,,
322,Garuga Tasset X,WAIST,Male/Female,Blademaster,8,10,9,88,110,2,0,2,0,0,2,HearProtct,2,Spc Attack,4,SwdShrpner,1,Rec Speed,-2,,,14750,ThickGarugaScale,4,Hvy Garuga Shell,4,Blazing Fire Sac,3,Emperor Cricket,2,,,,
323,Garuga Coat X,WAIST,Male/Female,Gunner,8,10,9,44,60,3,2,3,1,0,2,HearProtct,2,Spc Attack,4,ClsRngCAdd,1,Rec Speed,-2,,,14750,ThickGarugaScale,4,Hvy Garuga Shell,4,Blazing Fire Sac,3,Emperor Cricket,2,,,,
324,Blango Tasset X,WAIST,Male/Female,Blademaster,8,10,9,88,110,-4,2,0,3,1,2,ElementAtk,3,Heat Res,-2,Quake Res,4,,,,,14750,HrdBlangongaPlt+,4,Lthr Pelagus Plt,2,Stout Bone,3,Kirin Hide+,2,,,,
325,Blango Coat X,WAIST,Male/Female,Gunner,8,10,9,44,60,-3,4,1,5,2,2,ElementAtk,3,Heat Res,-2,Shot Mix,4,,,,,14750,HrdBlangongaPlt+,4,Lthr Pelagus Plt,2,Stout Bone,3,Kirin Hide+,2,,,,
326,Ceanataur Tasset X,WAIST,Male/Female,Blademaster,8,10,9,89,111,1,2,-1,-1,0,2,Fencing,4,Sword Draw,1,Health,-4,,,,,15100,HvyCeanataurShl,3,Ceanataur Carpce,4,Black Pearl,4,PhantomButterfly,2,,,,
327,Ceanataur Coat X,WAIST,Male/Female,Gunner,8,10,9,44,60,2,4,0,0,2,2,Capacity,4,PierceSAdd,2,Health,-3,,,,,15100,HvyCeanataurShl,3,Ceanataur Carpce,4,Black Pearl,4,PhantomButterfly,2,,,,
328,Rathian Tasset X,WAIST,Male/Female,Blademaster,8,10,9,90,112,2,0,-2,0,-4,2,Health,5,Recovery,2,SwdShrpner,-2,,,,,15600,HvyRathianShell,2,HvnlyRathianScl,1,HrdFireWyvernClw,3,PhantomButterfly,3,,,,
329,Rathian Coat X,WAIST,Male/Female,Gunner,8,10,9,44,62,4,2,0,2,-2,2,Health,5,Recovery,2,Precision,-2,,,,,15600,HvyRathianShell,2,HvnlyRathianScl,1,HrdFireWyvernClw,3,PhantomButterfly,3,,,,
330,Narga Tasset X,WAIST,Male/Female,Blademaster,8,10,9,90,112,-4,3,-3,2,0,2,Evade Dist,2,Evade,5,Attack,-2,,,,,15600,ThickNargaScale,5,StrNargaCttngWng,2,Hvy Monster Bone,2,Monster Essence,5,,,,
331,Narga Coat X,WAIST,Male/Female,Gunner,8,10,9,44,62,-2,4,-1,3,1,2,Evade Dist,3,Evade,2,Attack,-2,SpeedSetup,2,,,15600,ThickNargaScale,5,StrNargaCttngWng,2,Hvy Monster Bone,2,Monster Essence,5,,,,
332,Lava Tasset X,WAIST,Male/Female,Blademaster,8,10,9,92,112,4,-3,0,0,1,2,Terrain,2,Guts,3,ShortCharg,2,MixSucRate,-2,,,16100,HvyLavasiothShl,4,SpecLavasioFin+,2,Firecell Stone,3,Ancient Fish,6,,,,
333,Lava Coat X,WAIST,Male/Female,Gunner,8,10,9,46,62,5,-1,2,2,2,2,Terrain,2,Guts,3,ShortCharg,2,MixSucRate,-2,,,16100,HvyLavasiothShl,4,SpecLavasioFin+,2,Firecell Stone,3,Ancient Fish,6,,,,
334,Tigrex Tasset X,WAIST,Male/Female,Blademaster,9,10,9,92,112,3,2,-2,3,-1,2,Cooking,1,HearProtct,3,Protection,-2,Perceive,3,,,16100,Hvy Tigrex Shell,2,ThickTigrexScale,4,Hard Tigrex Claw,2,PhantomButterfly,3,,,,
335,Tigrex Coat X,WAIST,Male/Female,Gunner,9,10,9,46,62,4,3,-1,4,0,2,Cooking,1,HearProtct,3,Protection,-2,Perceive,3,,,16100,Hvy Tigrex Shell,2,ThickTigrexScale,4,Hard Tigrex Claw,2,PhantomButterfly,3,,,,
336,Rathalos Tasset X,WAIST,Male/Female,Blademaster,8,10,9,92,112,2,-1,2,-3,-4,2,Attack,5,Sword Draw,2,ShortCharg,-2,,,,,16100,HvyRathalosShl,3,Hrd Rathalos Scl,3,HrdFireWyvernClw,4,Blazing Fire Sac,2,,,,
337,Rathalos Coat X,WAIST,Male/Female,Gunner,8,10,9,46,62,4,0,5,-1,-2,2,Attack,5,NormalS Up,2,ShortCharg,-2,,,,,16100,HvyRathalosShl,3,Hrd Rathalos Scl,3,HrdFireWyvernClw,4,Blazing Fire Sac,2,,,,
338,Diablo Coil X,WAIST,Male/Female,Blademaster,9,10,9,92,112,3,-1,1,-2,0,2,WindPress,4,Attack,3,Map,-2,,,,,16100,HvyDiablosSpine,2,HvyDiablosShell,2,Wyvern Stone,2,Emperor Cricket,5,,,,
339,Diablo Coat X,WAIST,Male/Female,Gunner,9,10,9,46,62,5,2,4,-1,0,2,WindPress,4,Attack,3,Map,-2,,,,,16100,HvyDiablosSpine,2,HvyDiablosShell,2,Wyvern Stone,2,Emperor Cricket,5,,,,
340,Gravios Tasset X,WAIST,Male/Female,Blademaster,9,10,9,92,112,2,-2,2,0,-2,2,Health,3,Guard,2,Guard Up,2,Constitutn,-2,,,16100,HvyGraviosShell,2,Gravios Carapace,3,Hrd Monster Bone,4,HvnlyGraviosShl,1,,,,
341,Gravios Coat X,WAIST,Male/Female,Gunner,9,10,9,46,62,4,1,3,1,0,2,Health,3,Recoil,2,Guard Up,2,Constitutn,-2,,,16100,HvyGraviosShell,2,Gravios Carapace,3,Hrd Monster Bone,4,HvnlyGraviosShl,1,,,,
342,Kut-Ku Tasset Z,WAIST,Male/Female,Blademaster,7,10,9,80,110,2,-2,0,-2,-1,2,Expert,3,Health,-2,WindPress,1,Recovery,3,,,12800,ThkBlueKut-KuScl,2,HvyBlueKut-KuShl,3,ThkBullfangoPelt,3,,,,,,
343,Kut-Ku Coat Z,WAIST,Male/Female,Gunner,7,10,9,40,60,5,1,3,-1,0,2,Expert,3,Health,-2,Reload,1,Recovery,3,,,12800,ThkBlueKut-KuScl,2,HvyBlueKut-KuShl,3,ThkBullfangoPelt,3,,,,,,
344,Conga Tasset Z,WAIST,Male/Female,Blademaster,7,10,9,82,110,2,1,1,-3,0,2,Cooking,2,Quake Res,3,Sharpness,-2,Guard Up,2,,,13300,E.CongalalaPelt+,3,Lg Pelagus Fang,6,SpecRemobraSkin+,1,Emperor Cricket,4,,,,
345,Conga Coat Z,WAIST,Male/Female,Gunner,7,10,9,42,60,4,3,3,-1,0,2,Cooking,2,PelletSAdd,3,ShortCharg,-2,Guard Up,2,,,13300,E.CongalalaPelt+,3,Lg Pelagus Fang,6,SpecRemobraSkin+,1,Emperor Cricket,4,,,,
346,Gypceros Tasset Z,WAIST,Male/Female,Blademaster,7,10,9,82,110,-4,1,4,1,0,3,Faint,2,Stamina,2,Hunger,-3,,,,,13300,HrdPuGypcerosWng,3,DeadlyPoisonSac,2,Antiseptic Stone,8,Rare Scarab,4,,,,
347,Gypceros Coat Z,WAIST,Male/Female,Gunner,7,10,9,42,60,-1,4,6,3,0,2,Faint,4,Stamina,3,Hunger,-2,,,,,13300,HrdPuGypcerosWng,3,DeadlyPoisonSac,2,Antiseptic Stone,8,Rare Scarab,4,,,,
348,Khezu Tasset Z,WAIST,Male/Female,Blademaster,7,10,9,84,110,3,-3,4,0,0,3,HearProtct,3,Wide Area,2,Protection,-2,,,,,13800,StrAlluringWing,2,KhezuSpecialCut,1,Wyvern Stone,2,Rare Scarab,3,,,,
349,Khezu Coat Z,WAIST,Male/Female,Gunner,7,10,9,42,60,5,-1,6,1,0,2,HearProtct,5,Wide Area,1,Protection,-3,,,,,13800,StrAlluringWing,2,KhezuSpecialCut,1,Wyvern Stone,2,Rare Scarab,3,,,,
350,Hermitaur Tasset Z,WAIST,Male/Female,Blademaster,7,10,9,84,110,0,3,-2,-4,1,3,Guts,3,Guard,1,Stamina,-3,,,,,13800,PlumD.HermitrShl,4,Black Pearl,5,Hvy Monster Bone,3,Hrd Monster Bone,3,,,,
351,Hermitaur Coat Z,WAIST,Male/Female,Gunner,7,10,9,42,60,1,6,-1,-2,2,3,Guts,3,Recoil,1,Reload,-3,,,,,13800,PlumD.HermitrShl,4,Black Pearl,5,Hvy Monster Bone,3,Hrd Monster Bone,3,,,,
352,Plesioth Tasset Z,WAIST,Male/Female,Blademaster,7,10,9,86,110,-4,4,-4,2,0,2,Stamina,1,Hunger,2,Constitutn,-1,PsychicVis,5,,,14250,ThckGrnPlesioScl,3,SpecGrnPlesioFn+,1,Grn Plsioth Scl+,3,Novacrystal,2,,,,
353,Plesioth Coat Z,WAIST,Male/Female,Gunner,7,10,9,44,60,-2,6,-2,3,1,2,Stamina,1,Hunger,2,Constitutn,-1,PsychicVis,5,,,14250,ThckGrnPlesioScl,3,SpecGrnPlesioFn+,1,Grn Plsioth Scl+,3,Novacrystal,2,,,,
354,Blango Tasset Z,WAIST,Male/Female,Blademaster,8,10,9,90,110,3,0,2,-3,1,2,Sharpness,3,Attack,1,Cold Res,-2,Faint,3,,,14750,C.BlangongaPelt+,4,Lthr Pelagus Plt,1,WhtMonoblosThora,2,Stout Bone,4,,,,
355,Blango Coat Z,WAIST,Male/Female,Gunner,8,10,9,46,60,5,1,4,-2,2,2,NormalS Up,3,AutoReload,1,Cold Res,-2,Faint,3,,,14750,C.BlangongaPelt+,4,Lthr Pelagus Plt,1,WhtMonoblosThora,2,Stout Bone,4,,,,
356,Ceanataur Tasset Z,WAIST,Male/Female,Blademaster,8,10,9,91,111,2,1,-1,0,0,2,Artisan,2,Sharpness,3,Defense,-4,,,,,15100,TerraCeanatrShl,3,TerraCeanatrClaw,1,Firestone,6,Giant Blk Pearl,1,,,,
357,Ceanataur Coat Z,WAIST,Male/Female,Gunner,8,10,9,46,60,4,2,0,1,2,2,PierceS Up,2,Reload,4,Defense,-3,,,,,15100,TerraCeanatrShl,3,TerraCeanatrClaw,1,Firestone,6,Giant Blk Pearl,1,,,,
358,Diablo Coil Z,WAIST,Male/Female,Blademaster,9,10,9,94,112,3,-1,1,-2,0,2,Sharpness,3,Expert,2,HearProtct,2,Protection,-2,,,16100,HvyBlkBlosSpine,2,HvyBlkBlosShell,2,SpecRemobraSkin+,4,Hvy Monster Bone,4,,,,
359,Diablo Coat Z,WAIST,Male/Female,Gunner,9,10,9,48,62,5,2,4,-1,0,2,Reload,3,Expert,2,HearProtct,2,Protection,-2,,,16100,HvyBlkBlosSpine,2,HvyBlkBlosShell,2,SpecRemobraSkin+,4,Hvy Monster Bone,4,,,,
360,Gravios Tasset Z,WAIST,Male/Female,Blademaster,9,10,9,94,112,2,-2,2,1,0,2,Defense,5,ElementAtk,2,Stamina,-2,,,,,16100,HvyBlkGraviosShl,2,Blk Gravios Cpc,3,Firecell Stone,5,Purecrystal,2,,,,
361,Gravios Coat Z,WAIST,Male/Female,Gunner,9,10,9,48,62,4,1,3,2,0,2,Defense,5,ElementAtk,2,Stamina,-2,,,,,16100,HvyBlkGraviosShl,2,Blk Gravios Cpc,3,Firecell Stone,5,Purecrystal,2,,,,
362,Chakra Tasset,WAIST,Male/Female,Blademaster/Gunner,7,10,10,30,54,0,0,0,0,0,3,,,,,,,,,,,11000,Purecrystal,1,KhezuSpecialCut,1,Emperor Cricket,3,,,,,,
363,Golden Obi Shin,WAIST,Male/Female,Blademaster,9,10,10,81,111,3,2,2,-2,3,2,Artisan,1,ShortCharg,4,Sneak,-2,Dragon Res,2,,,23700,Hvy Rajang Fang,4,GoldRajangPelt+,1,Blk Rajang Pelt+,3,ThckGldRathnScl,2,,,,
364,PuppetMasterObiShin,WAIST,Male/Female,Gunner,9,10,10,40,62,4,3,3,-1,4,2,NormalS Up,1,ShortCharg,4,Sneak,2,Dragon Res,2,,,23700,Blk Rajang Pelt+,4,Hard Rajang Claw,2,ThckDaoraDrgnScl,2,SpecRemobraSkin+,2,,,,
365,Black Belt Tasset X,WAIST,Male/Female,Blademaster,8,10,10,82,110,1,1,1,1,1,2,Artisan,3,All Resist,1,ComrdGuide,3,Potential,-2,,,19800,Azure LaoS Claw,1,BlackBeltCoinG,12,Expert Coin G,12,Commendation G,1,,,,
366,Black Belt Coat X,WAIST,Male/Female,Gunner,8,10,10,42,60,3,3,3,3,3,2,NormalS Up,3,All Resist,1,ComrdGuide,3,Potential,-2,,,19800,Azure LaoS Claw,1,BlackBeltCoinG,12,Expert Coin G,12,Commendation G,1,,,,
367,Obituary Anca X,WAIST,Male,Blademaster,7,10,10,84,110,3,-5,3,-4,2,3,Evade,3,Gathering,2,Cold Res,-2,,,,,13800,PhantomButterfly,2,Great Hornfly,3,DeadlyPoisonSac,6,Great Ladybug,3,,,,
368,Butterfly Anca X,WAIST,Female,Blademaster,7,10,10,84,110,3,-5,3,-4,2,3,Evade,3,Gathering,2,Cold Res,-2,,,,,13800,PhantomButterfly,2,Great Hornfly,3,DeadlyPoisonSac,6,Great Ladybug,3,,,,
369,Obituary Cocusa X,WAIST,Male,Gunner,7,10,10,42,60,4,-4,5,-3,2,3,Evade,3,Gathering,2,Cold Res,-2,,,,,13800,PhantomButterfly,2,Great Hornfly,3,DeadlyPoisonSac,6,Great Ladybug,3,,,,
370,Butterfly Cocusa X,WAIST,Female,Gunner,7,10,10,42,60,4,-4,5,-3,2,3,Evade,3,Gathering,2,Cold Res,-2,,,,,13800,PhantomButterfly,2,Great Hornfly,3,DeadlyPoisonSac,6,Great Ladybug,3,,,,
371,Mizuha Sash Shin,WAIST,Male/Female,Blademaster,9,10,10,92,112,-4,3,0,4,-1,2,AntiDaora,2,HearProtct,4,Terrain,-2,Sneak,1,,,21000,SpecChameleHide+,2,LthrChameleoTail,1,BigEDragonBone,3,Chameleos Jewel,1,,,,
372,ExtravagantCoatShin,WAIST,Male/Female,Gunner,9,10,10,46,62,-3,4,1,5,0,2,AntiDaora,2,HearProtct,4,Terrain,-2,Sneak,1,,,21000,SpecChameleHide+,2,LthrChameleoTail,1,BigEDragonBone,3,Chameleos Jewel,1,,,,
373,Kushala Cocoon X,WAIST,Male/Female,Blademaster,9,10,10,94,112,0,2,-2,4,-3,2,AntiFirDrg,2,Sharpness,1,Poison,-2,Evade,4,,,24000,Hvy Daora Shell,2,ThckDaoraDrgnScl,3,Daora Sharp Claw,2,Daora Jewel,1,,,,
374,Kushala Wind Wrap X,WAIST,Male/Female,Gunner,9,10,10,48,62,2,3,-2,5,-2,2,AntiFirDrg,2,Recoil,1,Poison,-2,Reload,4,,,24000,Hvy Daora Shell,2,ThckDaoraDrgnScl,3,Daora Sharp Claw,2,Daora Jewel,1,,,,
375,Kirin Hoop X,WAIST,Male/Female,Blademaster,9,10,10,96,112,0,2,4,0,-1,2,ElementAtk,1,Stamina,4,Protection,2,All Resist,-2,,,24000,SpecialKirinHide,1,LthrKirinThndrTl,3,Kirin Azure Horn,2,Lightning Sac,3,,,,
376,Kirin Shorts X,WAIST,Male/Female,Gunner,9,10,10,48,62,1,4,6,1,0,2,ElementAtk,4,Stamina,1,Protection,2,All Resist,-2,,,24000,SpecialKirinHide,1,LthrKirinThndrTl,3,Kirin Azure Horn,2,Lightning Sac,3,,,,
377,Empress Coil X,WAIST,Male/Female,Blademaster,9,8,10,98,114,5,-1,0,0,-2,2,AntiChamel,3,Wide Area,1,Recovery,3,Everlastng,-2,,,27000,ThckFireDrgnScl,4,Lunastra Spike,1,LunastraCarapace,3,Commendation S,1,,,,
378,Empress Coat X,WAIST,Male/Female,Gunner,9,8,10,49,63,6,1,2,0,-1,2,AntiChamel,1,Wide Area,3,Recovery,3,Everlastng,-2,,,27000,ThckFireDrgnScl,4,Lunastra Spike,1,LunastraCarapace,3,Commendation S,1,,,,
379,Indra Wrap Shin,WAIST,Male/Female,Blademaster,9,10,10,100,116,-2,3,2,2,-2,3,Guard,2,Quake Res,3,Cooking,-2,,,,,31500,HvyGaorenShell,2,Hard Gaoren Claw,1,Hvy Daora Shell,1,HvnlyGaorenShell,1,,,,
380,Steadfast Coat Shin,WAIST,Male/Female,Gunner,9,10,10,50,64,0,5,3,3,-1,3,Recoil,2,Quake Res,3,Cooking,-2,,,,,31500,HvyGaorenShell,2,Hard Gaoren Claw,1,Hvy Daora Shell,1,HvnlyGaorenShell,1,,,,
381,Kaiser Tasset X,WAIST,Male/Female,Blademaster,9,10,10,100,116,5,-1,0,0,-2,2,AntiChamel,3,Expert,4,Everlastng,-2,,,,,31500,ThckFireDrgnScl,4,Teostra Mane,3,Firecell Stone,4,Fire Drgn Jwl,1,,,,
382,Kaiser Coat X,WAIST,Male/Female,Gunner,9,10,10,50,64,6,1,2,0,-1,2,AntiChamel,1,Expert,6,Everlastng,-2,,,,,31500,ThckFireDrgnScl,4,Teostra Mane,3,Firecell Stone,4,Fire Drgn Jwl,1,,,,
383,GuardianSprtCoilShin,WAIST,Male/Female,Blademaster,9,10,10,100,116,2,2,3,-2,-2,2,Fencing,3,Cooking,1,Hunger,-2,Paralysis,3,,,31500,AncientDrgnmoss,2,AncientDrgnwood,2,YamaTsukamiFluid,3,Commendation S,1,,,,
384,Carnage Wrap Shin,WAIST,Male/Female,Gunner,9,10,10,50,64,4,3,5,-1,-1,2,Capacity,3,Cooking,1,Hunger,-2,ParalyCAdd,3,,,31500,AncientDrgnmoss,2,AncientDrgnwood,2,YamaTsukamiFluid,3,Commendation S,1,,,,
385,Dragon Spine X,WAIST,Male/Female,Blademaster,9,10,10,100,116,0,2,2,2,-5,2,ResistSts,2,Sharpness,3,Evade Dist,1,Dragon Res,-3,,,44444,Hvy Fatalis Shl,3,ThckFatalisScale,2,Str Fatalis Wng,1,Rathalos Ruby,3,,,,
386,Dragon Scales X,WAIST,Male/Female,Gunner,9,10,10,50,64,2,4,4,3,-2,2,ResistSts,2,PierceS Up,3,Evade Dist,1,Dragon Res,-3,,,44444,Hvy Fatalis Shl,3,ThckFatalisScale,2,Str Fatalis Wng,1,Rathalos Ruby,3,,,,
387,DarkUkanlosCincture,WAIST,Male/Female,Blademaster,9,10,10,100,116,-4,3,-2,5,0,2,Artisan,3,Fencing,1,Protection,-3,Quake Res,2,,,31500,UkanlosUnderscl,4,Hvy Ukanlos Tail,2,Big Wyvern Stone,5,Ukanlos Stone,1,,,,
388,Dark Ukanlos Sash,WAIST,Male/Female,Gunner,9,10,10,50,64,-2,5,0,6,1,2,Capacity,3,Reload,3,Protection,-3,,,,,31500,UkanlosUnderscl,4,Hvy Ukanlos Tail,2,Big Wyvern Stone,5,Ukanlos Stone,1,,,,
389,Melahoa Skirt Z,WAIST,Male/Female,Blademaster,7,10,10,78,110,0,1,1,0,0,2,HiSpdGathr,1,SpeedSetup,1,Evade Dist,4,Whim,-3,,,11700,Emperor Cricket,5,Dosbiscus,5,FlynMealPassPlus,2,Monster Broth,6,,,,
390,Melahoa Trunk Z,WAIST,Male/Female,Gunner,7,10,10,38,60,0,2,1,0,0,3,HiSpdGathr,3,SpeedSetup,2,Whim,-2,,,,,11700,Emperor Cricket,5,Dosbiscus,5,FlynMealPassPlus,2,Monster Broth,6,,,,
391,Makluva Coil Z,WAIST,Male/Female,Blademaster,7,10,10,82,110,0,2,-2,0,0,2,MixSucRate,3,HearProtct,3,Protection,-3,,,,,13300,Eltalite Ore,5,ThckPlesiothScl,4,Springnight Carp,5,Book of Combos 5,1,,,,
392,Makluva Fin Z,WAIST,Male/Female,Gunner,7,10,10,42,60,0,3,-1,0,0,2,MixSucRate,5,HearProtct,2,Protection,-2,,,,,13300,Eltalite Ore,5,ThckPlesiothScl,4,Springnight Carp,5,Book of Combos 5,1,,,,
393,Rathian Heart Coil Z,WAIST,Male/Female,Blademaster,8,10,10,92,112,2,0,-2,0,-4,3,Wide Area,2,Protection,3,Potential,-2,,,,,21000,ThckPnkRathnScl,3,HvyPnkRathianShl,2,Blazing Fire Sac,2,HvnlyRathianScl,1,,,,
394,Rathian Heart Coat Z,WAIST,Male/Female,Gunner,8,10,10,46,62,4,2,0,2,-2,2,Wide Area,5,Protection,2,Potential,-2,,,,,21000,ThckPnkRathnScl,3,HvyPnkRathianShl,2,Blazing Fire Sac,2,HvnlyRathianScl,1,,,,
395,Rathalos Soul Coil Z,WAIST,Male/Female,Blademaster,8,10,10,94,112,2,-1,2,0,-4,2,Expert,2,HearProtct,1,Health,-2,Constitutn,4,,,21500,HvyAzurRthlsShl,2,ThckAzurRthlsScl,4,Rathalos Ruby,1,Blazing Fire Sac,2,,,,
396,Rathalos Soul Coat Z,WAIST,Male/Female,Gunner,8,10,10,48,62,4,2,5,1,-2,2,Expert,2,HearProtct,1,Health,-2,Constitutn,4,,,21500,HvyAzurRthlsShl,2,ThckAzurRthlsScl,4,Rathalos Ruby,1,Blazing Fire Sac,2,,,,
397,Golden Moon Coil Z,WAIST,Male/Female,Blademaster,9,10,10,96,114,2,0,-2,0,1,3,Fate,3,Tranquilzr,2,Whim,-2,,,,,24000,ThckGldRathnScl,3,HvyGldRathianShl,4,Rathian Ruby,1,HvnlyRathianScl,1,,,,
398,Golden Moon Coat Z,WAIST,Male/Female,Gunner,9,10,10,48,62,4,2,0,1,2,3,Fate,3,Tranquilzr,2,Whim,-2,,,,,24000,ThckGldRathnScl,3,HvyGldRathianShl,4,Rathian Ruby,1,HvnlyRathianScl,1,,,,
399,Silver Sol Coil Z,WAIST,Male/Female,Blademaster,9,10,10,98,114,2,-1,-1,0,1,3,Attack,3,Fencing,1,Defense,-3,,,,,24500,HvySlvrRthlsShl,2,ThckSlvrRthlsScl,4,HvnlyRathalosScl,1,Rathalos Plate,1,,,,
400,Silver Sol Coat Z,WAIST,Male/Female,Gunner,9,10,10,50,62,4,2,1,1,2,3,Attack,3,PierceS Up,1,Defense,-3,,,,,24500,HvySlvrRthlsShl,2,ThckSlvrRthlsScl,4,HvnlyRathalosScl,1,Rathalos Plate,1,,,,
401,Auroros Tasset Goku,WAIST,Male,Blademaster,9,10,10,98,114,-2,2,0,2,-4,2,Rec Speed,4,Sword Draw,3,Faint,-2,,,,,35500,Lao-Shan'sThkScl,5,Azure LaoS Claw,1,ThickTigrexScale,6,Commendation S,1,,,,
402,Borealis Tasset Goku,WAIST,Female,Blademaster,9,10,10,98,114,-2,2,0,2,-4,2,Rec Speed,4,Sword Draw,3,Faint,-2,,,,,35500,Lao-Shan'sThkScl,5,Azure LaoS Claw,1,ThickTigrexScale,6,Commendation S,1,,,,
403,Genesis Tasset Goku,WAIST,Male,Gunner,9,10,10,50,62,1,3,2,3,-2,2,Rec Speed,4,PelletS Up,3,Faint,-2,,,,,35500,Lao-Shan'sThkScl,5,Azure LaoS Claw,1,ThickTigrexScale,6,Commendation S,1,,,,
404,Glyph Tasset Goku,WAIST,Female,Gunner,9,10,10,50,62,1,3,2,3,-2,2,Rec Speed,4,PelletS Up,3,Faint,-2,,,,,35500,Lao-Shan'sThkScl,5,Azure LaoS Claw,1,ThickTigrexScale,6,Commendation S,1,,,,
405,Fatalis Spine Z,WAIST,Male/Female,Blademaster,9,10,10,103,117,0,2,2,2,-5,2,Fury,2,Artisan,3,Evade,1,Rec Speed,-3,,,55555,HvyFatalisCrmShl,3,ThckFatlisCrmScl,2,StrFatlisCrmWing,1,HvnlyBlkGraviShl,1,,,,
406,Fatalis Scale Z,WAIST,Male/Female,Gunner,9,10,10,53,65,2,4,4,3,-2,2,Fury,2,Capacity,3,Evade,1,Rec Speed,-3,,,55555,HvyFatalisCrmShl,3,ThckFatlisCrmScl,2,StrFatlisCrmWing,1,HvnlyBlkGraviShl,1,,,,
407,WhiteFatalisSpineZ,WAIST,Male/Female,Blademaster,9,10,10,104,118,0,2,2,2,-5,2,Edgemaster,2,Rec Speed,4,Fate,-3,,,,,66666,HvyWhtFatalisShl,3,ThckWhtFatlisScl,2,StrWhtFatalisWng,1,BigEDragonJewel,1,,,,
408,WhiteFatalisScaleZ,WAIST,Male/Female,Gunner,9,10,10,54,66,2,4,4,3,-2,2,SteadyHand,2,Rec Speed,4,Fate,-3,,,,,66666,HvyWhtFatalisShl,3,ThckWhtFatlisScl,2,StrWhtFatalisWng,1,BigEDragonJewel,1,,,,
